OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
1146,14594,68,11465,0040,114650040,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,E PIKE ST,E PIKE ST,BELLEVUE AVE,CRAWFORD PL,2,Minor Arterial, ,INSVC,400,25,E,N, , ,156,49,PCC,2017/10/10 00:00:00+00,,,BELLEVUE AVE AND E PIKE ST,E,29873,CRAWFORD PL AND E PIKE ST,W,29874,1272150.80152348,227572.75714909,N,N,N,Urban Village Neighborhood,,75,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,6,ART,N,156.077534463407
1147,14600,68,11465,0090,114650090,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,E PIKE ST,E PIKE ST,BROADWAY,10TH AVE,2,Minor Arterial, ,INSVC,900,25,E,N, , ,329,52,PCC,2017/10/10 00:00:00+00,,,BROADWAY AND E PIKE ST,E,29745,10TH AVE AND E PIKE ST,W,29746,1273726.67858109,227540.10294105,N,N,N,Urban Village Neighborhood,,67,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,2,ART,N,328.945508079566
1150,14628,68,11480,0040,114800040,E PINE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,E PINE ST,E PINE ST,BELLEVUE AVE,CRAWFORD PL,2,Minor Arterial, ,INSVC,400,25,E,N, , ,152,50,PCC,2017/10/09 00:00:00+00,,,BELLEVUE AVE AND E PINE ST,E,29862,CRAWFORD PL AND E PINE ST,W,29861,1272160.96209949,227984.77596551,Y,N,N,Urban Village Neighborhood,,71,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,5,ART,N,152.373240048567
1160,14728,68,11520,0091,115200091,E ROANOKE ST BETWEEN 10TH W AVE E AND 10TH E AVE E,E ROANOKE ST,E ROANOKE ST,10TH W AVE E,10TH E AVE E,2,Minor Arterial, ,INSVC,900,25,E,N, , ,114,42,AC/PCC,2017/10/07 00:00:00+00,,,10TH AVE E AND E ROANOKE W ST,E,28205,10TH AVE E AND E ROANOKE E ST,W,28204,1274002.71390937,238156.66627993,Y,N,N,Neighborhood Corridor,,34,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,5,ART,N,113.600827526775
1178,14885,68,11650,0089,116500089,E UNION ST BETWEEN SENECA ST AND BROADWAY,E UNION ST,E UNION ST,SENECA ST,BROADWAY,2,Minor Arterial, ,INSVC,800,25,E,N, , ,245,36,PCC,2017/10/09 00:00:00+00,,,SENECA ST AND E UNION ST,E,29777,BROADWAY AND E UNION ST,W,29757,1273436.60984479,227141.37167665,Y,N,N,Urban Village Neighborhood,,74,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,7,ART,N,244.646948756959
1179,14893,68,11650,0150,116500150,E UNION ST BETWEEN 15TH AVE AND 16TH AVE,E UNION ST,E UNION ST,15TH AVE,16TH AVE,2,Minor Arterial, ,INSVC,1500,25,E,N, , ,322,50,AC/PCC,2017/10/09 00:00:00+00,,,15TH AVE AND E UNION ST,E,30141,16TH AVE AND E UNION ST,W,30142,1275687.96895111,227075.33250858,Y,N,N,Urban Center Connector,,13,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,8,ART,N,322.001592134903
1180,14895,68,11650,0170,116500170,E UNION ST BETWEEN 17TH AVE AND 18TH AVE,E UNION ST,E UNION ST,17TH AVE,18TH AVE,2,Minor Arterial, ,INSVC,1700,25,E,N, , ,322,50,AC/PCC,2017/10/09 00:00:00+00,,,17TH AVE AND E UNION ST,E,30143,18TH AVE AND E UNION ST,W,30144,1276332.21688776,227060.53391656,Y,N,N,Urban Center Connector,,13,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,322.431529114605
1183,14934,68,11690,0100,116900100,E YESLER WAY BETWEEN 10TH AVE AND BOREN AVE,E YESLER WAY,E YESLER WAY,10TH AVE,BOREN AVE,2,Minor Arterial, ,INSVC,1000,25,E,N, , ,434,42,PCC,2017/11/02 00:00:00+00,,,10TH AVE AND E YESLER WAY,E,30412,BOREN AVE AND E YESLER WAY,W,30411,1273987.48939736,223017.09583242,Y,N,N,Urban Village Neighborhood,,92,0,3,MINOR TRANSIT ROUTE,DISTRICT3,DISTRICT2,N,7,ART,N,433.849707214126
1184,14942,68,11690,0180,116900180,E YESLER WAY BETWEEN 18TH AVE AND 19TH AVE,E YESLER WAY,E YESLER WAY,18TH AVE,19TH AVE,2,Minor Arterial, ,INSVC,1800,25,E,N, , ,321,42,AC/PCC,2017/10/10 00:00:00+00,,,18TH AVE AND E YESLER WAY,E,30728,19TH AVE AND E YESLER WAY,W,30729,1276551.23883998,222960.64783236,Y,N,N,Urban Village Neighborhood,,55,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,3,ART,N,321.404121700987
1185,14952,68,11690,0275,116900275,E YESLER WAY BETWEEN M L KING JR WAY AND 28TH AVE,E YESLER WAY,E YESLER WAY,M L KING JR WAY,28TH AVE,3,Collector Arterial, ,INSVC,2700,25,E,N, , ,193,42,AC/PCC,2017/10/10 00:00:00+00,,,M L KING JR WAY AND E YESLER WAY,E,30579,28TH AVE AND E YESLER WAY,W,30578,1279493.913275,222896.4884723,Y,N,N,Neighborhood Corridor,,28,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,9,ART,N,192.581773917081
1192,15014,68,11740,0061,117400061,N 105TH ST BETWEEN EVANSTON E AVE N AND FREMONT AVE N,N 105TH ST,N 105TH ST,EVANSTON E AVE N,FREMONT AVE N,1,Principal Arterial, ,INSVC,500,30,E,N, , ,180,40,AC/PCC,2017/10/28 00:00:00+00,PCC,2017/09/24 00:00:00+00,EVANSTON AVE N AND N 105TH E ST,E,37382,FREMONT AVE N AND N 105TH ST,W,36423,1266902.59908611,260868.28166318,N,N,Y,Urban Center Connector,Y,86,98,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,0,ART,N,180.01962432143
1193,15017,68,11740,0090,117400090,N 105TH ST BETWEEN LINDEN AVE N AND WHITMAN AVE N,N 105TH ST,N 105TH ST,LINDEN AVE N,WHITMAN AVE N,1,Principal Arterial, ,INSVC,900,30,E,N, , ,332,40,AC/PCC,2017/10/28 00:00:00+00,PCC,2017/09/24 00:00:00+00,LINDEN AVE N AND N 105TH ST,E,36425,WHITMAN AVE N AND N 105TH ST,W,36426,1267820.68011105,260846.81337516,N,N,Y,Urban Village Main,Y,92,95,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,7,ART,N,332.156019586
1205,15121,68,11845,0190,118450190,N 122ND ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,N 122ND ST,N 122ND ST,BURKE AVE N,MERIDIAN AVE N,3,Collector Arterial, ,INSVC,1900,25,E,N, , ,350,20,PCC,2017/09/24 00:00:00+00,,,BURKE AVE N AND N 122ND ST,E,36324,MERIDIAN AVE N AND N 122ND ST,W,36543,1270827.52645013,265190.61587562,N,N,N,Neighborhood Corridor,,69,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,350.00669018554
1209,15157,68,11865,0040,118650040,N 130TH ST BETWEEN PHINNEY AVE N AND DAYTON AVE N,N 130TH ST,N 130TH ST,PHINNEY AVE N,DAYTON AVE N,1,Principal Arterial, ,INSVC,400,25,E,N, , ,314,52,AC/AC,2017/10/26 00:00:00+00,,,PHINNEY AVE N AND N 130TH ST,E,35822,DAYTON AVE N AND N 130TH ST,W,35823,1266268.34500545,267507.06362198,N,N,Y,Urban Village Main,,48,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,314.36601192038
1221,15260,68,11975,0030,119750030,N 145TH ST BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,N 145TH ST,N 145TH ST,GREENWOOD AVE N,PHINNEY AVE N,1,Principal Arterial, ,INSVC,300,35,E,N, , ,323,53,AC,2017/10/26 00:00:00+00,,,GREENWOOD AVE N AND N 145TH ST,E,35778,PHINNEY AVE N AND N 145TH ST,W,35777,1266010.3485892,271489.39732206,N,N,Y,Urban Center Connector,,36,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,323.039200594045
1222,15276,68,11975,0170,119750170,N 145TH ST BETWEEN COURTLAND PL N AND WALLINGFORD AVE N,N 145TH ST,N 145TH ST,COURTLAND PL N,WALLINGFORD AVE N,1,Principal Arterial,WSDOT,INSVC,1700,35,E,N, , ,269,44,AC/PCC,2017/10/26 00:00:00+00,,,COURTLAND PL N AND N 145TH ST,E,35693,WALLINGFORD AVE N AND N 145TH ST,W,35692,1270288.13003357,271406.73242597,N,N,N,Urban Center Connector,,61,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,269.08873112425
1223,15282,68,11975,0230,119750230,N 145TH ST BETWEEN CORLISS AVE N AND SUNNYSIDE AVE N,N 145TH ST,N 145TH ST,CORLISS AVE N,SUNNYSIDE AVE N,1,Principal Arterial,WSDOT,INSVC,2300,35,E,N, , ,332,44,AC/PCC,2017/10/26 00:00:00+00,,,CORLISS AVE N AND N 145TH ST,E,35908,SUNNYSIDE AVE N AND N 145TH ST,W,35907,1271917.86334725,271366.30874594,N,N,N,Urban Center Connector,,67,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,5,ART,N,332.002385906342
1225,15301,68,11985,0070,119850070,N 35TH ST BETWEEN FREMONT AVE N AND TROLL AVE N,N 35TH ST,N 35TH ST,FREMONT AVE N,TROLL AVE N,3,Collector Arterial, ,INSVC,700,25,E,N, , ,611,26,AC/PCC,2017/10/01 00:00:00+00,,,FREMONT AVE N AND FREMONT PL N,E,27035,TROLL AVE N AND N 35TH ST,W,27034,1266955.29758216,240900.44727473,N,N,N,Urban Village Neighborhood,Y,30,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,4,ART,N,610.850287812695
1226,15304,68,11985,0110,119850110,N 35TH ST BETWEEN WOODLAND PARK AVE N AND STONE WAY N,N 35TH ST,N 35TH ST,WOODLAND PARK AVE N,STONE WAY N,3,Collector Arterial, ,INSVC,1100,25,E,N, , ,331,40,AC/PCC,2017/10/01 00:00:00+00,,,WOODLAND PARK AVE N AND N 35TH ST,E,26894,STONE WAY N AND N 35TH ST,W,26897,1268242.34014347,240581.44004241,N,N,N,Urban Village Neighborhood,Y,34,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,330.771261739896
1231,15357,68,12015,0100,120150100,N 38TH ST BETWEEN BRIDGE WAY N AND ALBION PL N,N 38TH ST,N 38TH ST,BRIDGE WAY N,ALBION PL N,3,Collector Arterial, ,INSVC,1000,25,E,N, , ,306,24,PCC,2017/10/03 00:00:00+00,,,BRIDGE WAY N AND N 38TH ST,E,27021,ALBION PL N AND N 38TH ST,W,26868,1267781.83089501,241753.8712756,N,N,N,Urban Village Neighborhood,,83,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,10,ART,N,306.31971999278
1234,15377,68,12035,0020,120350020,N 39TH ST BETWEEN PALATINE AVE N AND GREENWOOD AVE N,N 39TH ST,N 39TH ST,PALATINE AVE N,GREENWOOD AVE N,2,Minor Arterial, ,INSVC,200,25,E,N, , ,272,32,PCC,2017/10/01 00:00:00+00,,,PALATINE AVE N AND N 39TH ST,E,26669,GREENWOOD AVE N AND N 39TH ST,W,27014,1265156.67422032,242327.2801722,N,N,N,Urban Village Neighborhood,,81,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,271.89793372921
1235,15382,68,12035,0050,120350050,N 39TH ST BETWEEN DAYTON E AVE N AND EVANSTON AVE N,N 39TH ST,N 39TH ST,DAYTON E AVE N,EVANSTON AVE N,2,Minor Arterial, ,INSVC,500,25,E,N, , ,263,32,PCC,2017/10/01 00:00:00+00,,,DAYTON AVE N AND N 39TH E ST,E,27011,EVANSTON AVE N AND N 39TH ST,W,27010,1266197.59863739,242302.90884417,N,N,N,Urban Village Neighborhood,,87,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,10,ART,N,262.911835900343
1239,15416,68,12060,0130,120600130,N 40TH ST BETWEEN STONE WAY N AND INTERLAKE AVE N,N 40TH ST,N 40TH ST,STONE WAY N,INTERLAKE AVE N,2,Minor Arterial, ,INSVC,1300,25,E,N, , ,377,40,AC/PCC,2017/10/03 00:00:00+00,,,STONE WAY N AND N 40TH ST,E,26848,INTERLAKE AVE N AND N 40TH ST,W,26847,1268699.85451195,242754.32606064,N,N,N,Urban Village Neighborhood,,57,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,10,ART,N,377.158144130315
1247,15485,68,12105,0046,121050046,N 43RD ST BETWEEN FRANCIS AVE N AND DAYTON AVE N,N 43RD ST,N 43RD ST,FRANCIS AVE N,DAYTON AVE N,3,Collector Arterial, ,INSVC,400,25,E,N, , ,312,42,PCC,2017/10/01 00:00:00+00,,,FRANCIS AVE N AND N 43RD ST,E,26953,DAYTON AVE N AND N 43RD ST,W,26952,1266013.3837892,244062.85425398,Y,N,N,Neighborhood Corridor,,27,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,312.043830770885
1253,15540,68,12125,0120,121250120,N 45TH ST BETWEEN MIDVALE AVE N AND N MIDVALE PL,N 45TH ST,N 45TH ST,MIDVALE AVE N,N MIDVALE PL,2,Minor Arterial, ,INSVC,1200,25,E,N, , ,192,48,AC/PCC,2017/09/28 00:00:00+00,,,MIDVALE AVE N AND N 45TH ST,E,26797,N 45TH ST AND N MIDVALE PL,W,26796,1268325.65329556,244903.64369483,N,N,N,Urban Village Neighborhood,,57,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,191.967175508805
1254,15541,68,12125,0121,121250121,N 45TH ST BETWEEN N MIDVALE PL AND STONE WAY N,N 45TH ST,N 45TH ST,N MIDVALE PL,STONE WAY N,2,Minor Arterial, ,INSVC,1200,25,E,N, , ,210,48,AC/PCC,2017/09/28 00:00:00+00,,,N 45TH ST AND N MIDVALE PL,E,26796,STONE WAY N AND N 45TH ST,W,26794,1268526.74679977,244899.76017483,N,N,N,Urban Village Neighborhood,,82,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,210.295016457948
1255,15552,68,12125,0230,121250230,N 45TH ST BETWEEN CORLISS AVE N AND SUNNYSIDE AVE N,N 45TH ST,N 45TH ST,CORLISS AVE N,SUNNYSIDE AVE N,2,Minor Arterial, ,INSVC,2300,25,E,N, , ,294,48,AC/PCC,2018/01/09 00:00:00+00,,,CORLISS AVE N AND N 45TH ST,E,27186,SUNNYSIDE AVE N AND N 45TH ST,W,27185,1271437.11902675,244838.10667077,N,N,N,Urban Village Neighborhood,,80,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,294.026887194526
1256,15557,68,12140,0030,121400030,N 46TH ST BETWEEN GREENWOOD S AVE N AND PHINNEY AVE N,N 46TH ST,N 46TH ST,GREENWOOD S AVE N,PHINNEY AVE N,1,Principal Arterial, ,INSVC,300,25,E,N, , ,357,44,PCC,2017/10/01 00:00:00+00,,,GREENWOOD AVE N AND N 46TH S ST,E,25685,PHINNEY AVE N AND N 46TH ST,W,25686,1265542.68932471,245234.51652718,N,N,Y,Urban Center Connector,,80,0,2,MAJOR TRANSIT ROUTE,DISTRICT6, ,N,6,ART,N,357.461440916598
1280,15770,68,12315,0100,123150100,N 63RD ST BETWEEN WHITMAN PL N AND WEST GREEN LAKE WAY N,N 63RD ST,N 63RD ST,WHITMAN PL N,WEST GREEN LAKE WAY N,2,Minor Arterial, ,INSVC,1000,25,E,N, , ,276,31,PCC,2017/10/03 00:00:00+00,,,WHITMAN PL N AND N 63RD ST,E,25634,N 63RD ST AND WEST GREEN LAKE WAY N,W,25635,1267743.96875097,249528.72638758,Y,N,N,Neighborhood Corridor,,49,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,6,ART,N,276.248307886897
1295,15901,68,12455,0180,124550180,N 80TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,N 80TH ST,N 80TH ST,WALLINGFORD AVE N,BURKE AVE N,2,Minor Arterial, ,INSVC,1800,25,E,N, , ,207,31,AC/PCC,2017/09/24 00:00:00+00,,,WALLINGFORD AVE N AND N 80TH ST,E,24233,BURKE AVE N AND N 80TH ST,W,24234,1270331.31947361,254179.43839234,N,N,N,Neighborhood Corridor,,26,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,5,ART,N,206.829428897032
1296,15906,68,12455,0220,124550220,N 80TH ST BETWEEN BAGLEY W AVE N AND BAGLEY E AVE N,N 80TH ST,N 80TH ST,BAGLEY W AVE N,BAGLEY E AVE N,2,Minor Arterial, ,INSVC,2100,25,E,N, , ,107,31,AC/PCC,2017/09/24 00:00:00+00,,,BAGLEY AVE N AND N 80TH W ST,E,24530,BAGLEY AVE N AND N 80TH E ST,W,24531,1271345.07537866,254149.99724031,N,N,N,Neighborhood Corridor,,26,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,6,ART,N,106.762430239777
1302,15952,68,12500,0050,125000050,N 85TH ST BETWEEN DAYTON AVE N AND EVANSTON AVE N,N 85TH ST,N 85TH ST,DAYTON AVE N,EVANSTON AVE N,1,Principal Arterial, ,INSVC,500,25,E,N, , ,310,37,AC/PCC,2017/10/28 00:00:00+00,PCC,2017/11/04 00:00:00+00,DAYTON AVE N AND N 85TH ST,E,37461,EVANSTON AVE N AND N 85TH ST,W,37462,1266420.76318161,255594.41464979,N,N,Y,Urban Village Main,,90,84,2,MAJOR TRANSIT ROUTE,DISTRICT6, ,N,4,ART,N,309.739817602477
1303,15962,68,12500,0140,125000140,N 85TH ST BETWEEN INTERLAKE E AVE N AND ASHWORTH AVE N,N 85TH ST,N 85TH ST,INTERLAKE E AVE N,ASHWORTH AVE N,1,Principal Arterial, ,INSVC,1400,25,E,N, , ,268,40,AC/PCC,2017/09/24 00:00:00+00,PCC,2017/11/04 00:00:00+00,INTERLAKE AVE N AND N 85TH E ST,E,37372,ASHWORTH AVE N AND N 85TH ST,W,37373,1269447.76235271,255513.2060097,N,N,Y,Urban Center Connector,,77,90,2,MAJOR TRANSIT ROUTE,DISTRICT5,DISTRICT6,N,6,ART,N,267.954383578479
1311,16035,68,12590,0180,125900180,N 92ND ST BETWEEN WALLINGFORD AVE N AND COLLEGE WAY N,N 92ND ST,N 92ND ST,WALLINGFORD AVE N,COLLEGE WAY N,2,Minor Arterial, ,INSVC,1800,25,E,N, , ,363,21,PCC,2014/01/22 00:00:00+00,,,WALLINGFORD AVE N AND N 92ND ST,E,37332,COLLEGE WAY N AND N 92ND ST,W,37331,1270450.79326575,257474.73829971,Y,N,N,Neighborhood Corridor,,89,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,363.355788967047
1320,16111,68,12715,0110,127150110,N NORTHGATE WAY BETWEEN AURORA AVE N AND MIDVALE AVE N,N NORTHGATE WAY,N NORTHGATE WAY,AURORA AVE N,MIDVALE AVE N,1,Principal Arterial, ,INSVC,1100,30,E,N, , ,336,56,AC/PCC,2017/10/28 00:00:00+00,PCC,2017/09/24 00:00:00+00,AURORA AVE N AND N NORTHGATE WAY,E,36360,MIDVALE AVE N AND N NORTHGATE WAY,W,37280,1268484.70084773,260831.19647914,N,N,Y,Urban Village Main,Y,92,98,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,0,ART,N,336.071532022097
1321,16117,68,12715,0170,127150170,N NORTHGATE WAY BETWEEN N 107TH ST AND BURKE AVE N,N NORTHGATE WAY,N NORTHGATE WAY,N 107TH ST,BURKE AVE N,1,Principal Arterial, ,INSVC,1700,25,NE,N, , ,224,41,AC/PCC,2017/10/28 00:00:00+00,PCC,2017/09/24 00:00:00+00,N 107TH ST AND N NORTHGATE WAY,NE,36357,BURKE AVE N AND N NORTHGATE WAY,SW,36358,1270482.26033777,261543.75564788,N,N,Y,Urban Village Main,Y,89,98,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,4,ART,N,223.732184968278
1323,16142,68,12765,0452,127650452,N PHINNEY WAY BETWEEN LINDEN AVE N AND PHINNEY TURN RD,N PHINNEY WAY,N PHINNEY WAY,LINDEN AVE N,PHINNEY TURN RD,1,Principal Arterial,WSDOT,INSVC,4500,25,SE,Y,SE,F,261,20,PCC,2013/07/25 00:00:00+00,,,LINDEN AVE N AND N 46TH ST,SE,25690,PHINNEY TURN RD AND N PHINNEY WAY,NW,25694,1267134.36804634,245101.22020704,N,N,N,Neighborhood Corridor,,79,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,2,ART,N,260.965869381327
1328,16184,68,12795,0010,127950010,NE 103RD ST BETWEEN 1ST AVE NE AND 2ND AVE NE,NE 103RD ST,NE 103RD ST,1ST AVE NE,2ND AVE NE,2,Minor Arterial, ,INSVC,100,25,E,N, , ,313,64,AC/PCC,2017/09/23 00:00:00+00,AC/PCC,2013/07/25 00:00:00+00,1ST AVE NE AND NE 103RD ST,E,37555,2ND AVE NE AND NE 103RD ST,W,37565,1272440.11704378,260069.90790236,N,N,Y,Urban Village Neighborhood,,40,19,1,PRINCIPAL TRANSIT ROUTE,DISTRICT5, ,N,4,ART,N,313.092303722264
1361,16491,68,12975,0220,129750220,NE 125TH ST BETWEEN 22ND E AVE NE AND 23RD AVE NE,NE 125TH ST,NE 125TH ST,22ND E AVE NE,23RD AVE NE,1,Principal Arterial, ,INSVC,2200,25,E,N, , ,333,44,AC/PCC,2017/09/24 00:00:00+00,,,22ND AVE NE AND NE 125TH E ST,E,36691,23RD AVE NE AND NE 125TH ST,W,36690,1278127.8936896,265860.1888683,Y,N,Y,Urban Center Connector,,85,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,10,ART,N,332.770261834082
1362,16493,68,12975,0233,129750233,NE 125TH ST BETWEEN 24TH W AVE NE AND 24TH E AVE NE,NE 125TH ST,NE 125TH ST,24TH W AVE NE,24TH E AVE NE,1,Principal Arterial, ,INSVC,2400,25,E,N, , ,233,44,AC/PCC,2017/09/24 00:00:00+00,,,24TH AVE NE AND NE 125TH W ST,E,36689,24TH E AVE NE AND NE 125TH ST,W,36687,1278590.80377008,265845.10899629,Y,N,Y,Urban Center Connector,,85,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,0,ART,N,233.437968787693
1363,16504,68,12975,0350,129750350,NE 125TH ST BETWEEN 35TH AVE NE AND 36TH AVE NE,NE 125TH ST,NE 125TH ST,35TH AVE NE,36TH AVE NE,2,Minor Arterial, ,INSVC,3500,25,E,N, , ,356,25,AC/PCC,2017/09/24 00:00:00+00,,,35TH AVE NE AND NE 125TH ST,E,36192,36TH AVE NE AND NE 125TH ST,W,36193,1281863.90937343,265752.80397219,N,N,N,Urban Village Neighborhood,,72,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,8,ART,N,356.079345793478
1382,16682,68,13145,0080,131450080,NE 145TH ST BETWEEN 8TH AVE NE AND 10TH AVE NE,NE 145TH ST,NE 145TH ST,8TH AVE NE,10TH AVE NE,1,Principal Arterial,WSDOT,INSVC,800,35,E,N, , ,660,44,AC/PCC,2017/10/26 00:00:00+00,,,NE 145TH ST AND 8TH AVE NE,E,35862,NE 145TH ST AND 10TH AVE NE,W,35863,1274733.13707812,271276.92615384,N,N,N,Urban Center Connector,Y,94,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,0,ART,N,660.483265330136
1383,16684,68,13145,0120,131450120,NE 145TH ST BETWEEN 12TH AVE NE AND 15TH AVE NE,NE 145TH ST,NE 145TH ST,12TH AVE NE,15TH AVE NE,1,Principal Arterial,WSDOT,INSVC,1200,35,E,N, , ,663,55,AC/PCC,2017/10/26 00:00:00+00,,,12TH AVE NE AND NE 145TH ST,E,35852,15TH AVE NE AND NE 145TH ST,W,35851,1276052.18616748,271233.0151138,N,N,N,Urban Center Connector,Y,79,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,662.842025977102
1384,16696,68,13145,0300,131450300,NE 145TH ST BETWEEN 30TH AVE NE AND 31ST AVE NE,NE 145TH ST,NE 145TH ST,30TH AVE NE,31ST AVE NE,1,Principal Arterial,WSDOT,INSVC,3000,30,E,N, , ,334,55,AC/PCC,2017/10/26 00:00:00+00,,,30TH AVE NE AND NE 145TH ST,E,35990,NE 145TH ST AND 31ST AVE NE,W,35989,1280542.25663607,271079.94836164,N,N,N,Urban Center Connector,Y,40,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,333.883018437837
1387,16727,68,13195,0020,131950020,NE 40TH ST BETWEEN 2ND AVE NE AND NE 40 UPPER ST,NE 40TH ST,NE 40TH ST,2ND AVE NE,NE 40 UPPER ST,2,Minor Arterial, ,INSVC,200,25,E,N, , ,162,30,AC/PCC,2017/10/03 00:00:00+00,,,2ND AVE NE AND NE 40TH ST,E,27230,NE 40TH ST AND NE 40 UPPER ST,W,27250,1272446.47851579,242691.09508458,Y,N,N,Urban Center Connector,,47,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,7,ART,N,161.591038464759
1389,16746,68,13205,0040,132050040,NE 40 UPPER ST BETWEEN 4TH AVE NE AND 5TH AVE NE,NE 40TH ST,NE 40 UPPER ST,4TH AVE NE,5TH AVE NE,2,Minor Arterial, ,INSVC,400,25,E,N, , ,261,36,PCC,2017/10/03 00:00:00+00,,,4TH AVE NE AND NE 40 UPPER ST,E,27248,5TH AVE NE AND NE 40 UPPER ST,W,27122,1273055.17854841,242772.02801265,N,N,N,Neighborhood Corridor,,39,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,0,ART,N,261.414150213569
1391,16760,68,13210,0370,132100370,NE 41ST ST BETWEEN 37TH AVE NE AND 38TH AVE NE,NE 41ST ST,NE 41ST ST,37TH AVE NE,38TH AVE NE,3,Collector Arterial, ,INSVC,3700,25,E,N, , ,255,22,PCC,2017/09/28 00:00:00+00,,,37TH AVE NE AND NE 41ST ST,E,27415,38TH AVE NE AND NE 41ST ST,W,27416,1282012.25439757,243560.65514946,N,N,N,Neighborhood Corridor,,79,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,255.201853566386
1394,16784,68,13225,0060,132250060,NE 42ND ST BETWEEN PASADENA PL NE AND 7TH AVE NE,NE 42ND ST,NE 42ND ST,PASADENA PL NE,7TH AVE NE,0,Not Designated, ,INSVC,600,20,E,Y,W,T,255,29,PCC,2013/10/23 00:00:00+00,,,PASADENA PL NE AND NE 42ND ST,E,27097,7TH AVE NE AND NE 42ND ST,W,27096,1273724.6835731,243388.31390129,N,N,N,Urban Village Neighborhood Access,,38,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,6,NON-ART,N,255.23950444326
